rank,appId,title,url,releaseDate,priceText,finalPriceCents,discountPercent,reviewSummary,reviewPercent,reviewCount,platforms,imageUrl,scrapedAt,currentPlayers,developer,publisher,genres,categories,recommendationsTotal,metacriticScore,shortDescription,isFree,type,demandScore,qualityScore,commercialScore,momentumScore,opportunityScore,marketPosition,opportunityType,pricingPosition,audienceSignal,monetizationSignal,competitiveSignal,intelligenceTags,riskFlags,insightSummary,recommendedAction
156,784080,MechWarrior 5: Mercenaries,https://store.steampowered.com/app/784080/MechWarrior_5_Mercenaries/,"May 26, 2021",$29.99,2999,0.0,Very Positive,85.0,10325.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/784080/capsule_231x87.jpg?t=1779818652,2026-06-03T01:58:02.371Z,2906.0,Piranha Games Inc.,Piranha Games Inc.,"['Action', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Family Sharing']",12552.0,73.0,The year is 3015. The battlefields are dominated by war machines known as BattleMechs. Level entire cities and decimate the enemy in your BattleMech. Follow a quest for glory and revenge. Manage an expanding mercenary company. Fight alongside your friends with a four-player PvE co-op.,False,game,83,90,68,45,74,Standard competitor,Baseline market data,Mid-market,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"MechWarrior 5: Mercenaries is a standard competitor, opportunity score 74/100, 85% positive from 10,325 reviews, 2,906 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
157,1326470,Sons Of The Forest,https://store.steampowered.com/app/1326470/Sons_Of_The_Forest/,"Feb 22, 2024",$29.99,2999,0.0,Very Positive,88.0,114090.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1326470/capsule_231x87.jpg?t=1708624856,2026-06-03T01:58:02.371Z,4390.0,Endnight Games Ltd,Newnight ,"['Action', 'Adventure', 'Indie', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",271397.0,,"Sent to find a missing billionaire on a remote island, you find yourself in a cannibal-infested hellscape. Craft, build, and struggle to survive, alone or with friends, in this terrifying new open-world survival horror simulator.",False,game,89,98,68,45,78,Standard competitor,Baseline market data,Mid-market,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"Sons Of The Forest is a standard competitor, opportunity score 78/100, 88% positive from 114,090 reviews, 4,390 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
158,949230,Cities: Skylines II,https://store.steampowered.com/app/949230/Cities_Skylines_II/,"Oct 24, 2023",$49.99,4999,0.0,Mixed,56.0,33240.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/949230/2b264fcfffbdc89083c626e70d8e5f0b352672a9/capsule_231x87.jpg?t=1779837128,2026-06-03T01:58:02.371Z,7091.0,Iceflake Studios,Paradox Interactive,['Simulation'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",61454.0,,"Raise a city from the ground up and transform it into a thriving metropolis with the most realistic city builder ever. Push your creativity and problem-solving to build on a scale you've never experienced. With deep simulation and a living economy, this is world-building without limits.",False,game,88,65,50,45,66,"High demand, vulnerable sentiment",Displacement opportunity,Premium,Solo / narrative audience,Paid upfront,Weak incumbent - demand exists but players are dissatisfied,"['high-demand', 'demand-quality-gap']",['weak-player-sentiment'],"Cities: Skylines II is a high demand, vulnerable sentiment, opportunity score 66/100, 56% positive from 33,240 reviews, 7,091 current players.",Analyze negative reviews first: this is where a better-positioned competitor can steal demand.
159,648800,Raft,https://store.steampowered.com/app/648800/Raft/,"Jun 20, 2022",$19.99,1999,0.0,Very Positive,93.0,128567.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/648800/capsule_231x87.jpg?t=1727184011,2026-06-03T01:58:02.371Z,4973.0,Redbeet Interactive,Axolot Games,"['Adventure', 'Indie', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",318042.0,,"Raft™ throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!",False,game,89,100,68,45,79,Standard competitor,Baseline market data,Mid-market,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"Raft is a standard competitor, opportunity score 79/100, 93% positive from 128,567 reviews, 4,973 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
160,1636440,SILENT HILL: Townfall,https://store.steampowered.com/app/1636440/SILENT_HILL_Townfall/,"Sep 23, 2026",$49.99,4999,0.0,,,,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1636440/f0dfc016ffde1f3001a60e106bc0c2063fefd695/capsule_231x87.jpg?t=1780437869,2026-06-03T01:58:02.371Z,,Screen Burn,KONAMI,"['Action', 'Adventure']","['Single-player', 'Full controller support', 'Family Sharing']",,,"Returning to an island town to ‘put things right’, Simon Ordell descends into a world of tense evasion, explosive confrontations, and mind-bending puzzles that slowly surface the truth of St. Amelia.",False,game,38,35,50,45,41,Standard competitor,Baseline market data,Premium,Solo / narrative audience,Paid upfront,Comparable baseline,[],['review-data-missing-or-not-yet-established'],"SILENT HILL: Townfall is a standard competitor, opportunity score 41/100.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
161,1449850,Yu-Gi-Oh! Master Duel,https://store.steampowered.com/app/1449850/YuGiOh_Master_Duel/,"Jan 18, 2022",Free,0,,Mostly Positive,73.0,48087.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1449850/f5ece36cb0b3fe40f666737b2dd9778fddda47fb/capsule_231x87.jpg?t=1778872856,2026-06-03T01:58:02.372Z,10480.0,KONAMI,KONAMI,"['Simulation', 'Strategy', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",,,"Yu-Gi-Oh! MASTER DUEL is the ultimate free-to-play cross-platform strategy card game with fast-paced Duels, stunning HD graphics and a new, dynamic soundtrack! Get ready to challenge Duelists around the world!",True,game,75,82,78,57,74,Commercially aggressive,Pricing/monetization benchmark,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['free-to-play', 'iap-monetized', 'social-retention-loop']",[],"Yu-Gi-Oh! Master Duel is a commercially aggressive, opportunity score 74/100, 73% positive from 48,087 reviews, 10,480 current players.","Compare discount depth, price tier, and monetization model against similar titles."
162,2074920,The First Descendant,https://store.steampowered.com/app/2074920/The_First_Descendant/,"Jun 30, 2024",Free,0,,Mixed,64.0,50397.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2074920/b0a405d77356737e175334f340e2bd61d37f04eb/capsule_231x87.jpg?t=1780408872,2026-06-03T01:58:02.372Z,3662.0,"NEXON Games Co., Ltd.",NEXON,"['Action', 'Adventure', 'RPG', 'Free To Play']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support']",,,The First Descendant is a third-person looter shooter powered by Unreal Engine 5. Become a Descendant. Fight for the survival of humanity. Descendants have unique abilities to tackle both solo and co-op missions. Up to 4 players use varied mechanics to defeat giant bosses. BE THE FIRST DESCENDANT!,True,game,73,73,78,45,68,"High demand, vulnerable sentiment",Displacement opportunity,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Weak incumbent - demand exists but players are dissatisfied,"['demand-quality-gap', 'free-to-play', 'iap-monetized', 'social-retention-loop']",['weak-player-sentiment'],"The First Descendant is a high demand, vulnerable sentiment, opportunity score 68/100, 64% positive from 50,397 reviews, 3,662 current players.",Analyze negative reviews first: this is where a better-positioned competitor can steal demand.
163,4735130,"1,200 Welcome Pack - Rainbow Six Siege",https://store.steampowered.com/app/4735130/1200_Welcome_Pack__Rainbow_Six_Siege/,"Jun 2, 2026",$9.99,999,0.0,Very Negative,16.0,83.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/4735130/1292f013d79d15640dfe1171179bdaf024587edc/capsule_231x87.jpg?t=1780423175,2026-06-03T01:58:02.372Z,0.0,Ubisoft Montreal,Ubisoft,"['Action', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']",,,"Get 1,200 R6 Credits, instant unlock of four (4) operators, and a 7-day Renown Booster for the same price as a standard 1,200 R6 Credits pack. Only available while this season lasts!",False,dlc,48,20,81,55,49,Non-game / accessory listing,Catalog monitoring,Budget,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['iap-monetized', 'social-retention-loop', 'fresh-release', 'non-game-dlc']","['weak-player-sentiment', 'low-review-confidence', 'not-a-standard-game']","1,200 Welcome Pack - Rainbow Six Siege is a non-game / accessory listing, opportunity score 49/100, 16% positive from 83 reviews.","Keep for catalog awareness, but exclude from game competitor benchmarks."
164,2778580,ELDEN RING Shadow of the Erdtree,https://store.steampowered.com/app/2778580/ELDEN_RING_Shadow_of_the_Erdtree/,"Jun 20, 2024",$39.99,3999,0.0,Very Positive,85.0,41154.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2778580/capsule_231x87.jpg?t=1763403045,2026-06-03T01:58:02.372Z,0.0,"FromSoftware, Inc.","FromSoftware, Inc.","['Action', 'RPG']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",81756.0,92.0,"The ELDEN RING Shadow of the Erdtree expansion features an all-new story set in the Land of Shadow imbued with mystery, perilous dungeons, and new enemies, weapons and equipment.",False,dlc,77,96,58,45,72,Non-game / accessory listing,Catalog monitoring,Premium,Community / multiplayer audience,Paid upfront,Comparable baseline,"['loved-by-players', 'social-retention-loop', 'non-game-dlc']",['not-a-standard-game'],"ELDEN RING Shadow of the Erdtree is a non-game / accessory listing, opportunity score 72/100, 85% positive from 41,154 reviews.","Keep for catalog awareness, but exclude from game competitor benchmarks."
165,3186540,Destiny 2: Renegades,https://store.steampowered.com/app/3186540/Destiny_2_Renegades/,"Dec 2, 2025",$39.99,3999,0.0,Mixed,59.0,1210.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3186540/5b6f9ade7194067038d39f27270410e050a20d29/capsule_231x87.jpg?t=1766388296,2026-06-03T01:58:02.372Z,0.0,Bungie,Bungie,"['Action', 'Adventure', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']",1210.0,,"Play Destiny 2: Renegades — The Lawless Frontier calls, an uncharted expanse where power alone isn’t enough. Navigate a world of shadows and syndicates, shape your legend through influence, and become the force that tips the balance.",False,dlc,64,65,66,45,61,Non-game / accessory listing,Catalog monitoring,Premium,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['iap-monetized', 'social-retention-loop', 'non-game-dlc']","['weak-player-sentiment', 'not-a-standard-game']","Destiny 2: Renegades is a non-game / accessory listing, opportunity score 61/100, 59% positive from 1,210 reviews.","Keep for catalog awareness, but exclude from game competitor benchmarks."
166,3219030,Planet Zoo 2,https://store.steampowered.com/app/3219030/Planet_Zoo_2/,"Oct 13, 2026",$49.99,4999,0.0,,,,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3219030/3064313be6246559cd433c49e4c272e20bb621c6/capsule_231x87.jpg?t=1780049919,2026-06-03T01:58:02.372Z,,Frontier Developments,Frontier Developments,"['Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'HDR available', 'Family Sharing']",,,"Build a wilder world in Planet Zoo 2. Create distinctive zoos around the globe filled with awe-inspiring animals, including fully aquatic and flying species, before taking your experience beyond the zoo to release your animals into expansive Wildlife Reserves.",False,game,38,35,50,45,41,Standard competitor,Baseline market data,Premium,Solo / narrative audience,Paid upfront,Comparable baseline,[],['review-data-missing-or-not-yet-established'],"Planet Zoo 2 is a standard competitor, opportunity score 41/100.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
167,1149460,ICARUS,https://store.steampowered.com/app/1149460/ICARUS/,"Dec 3, 2021",$34.99,3499,0.0,Mostly Positive,76.0,29575.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1149460/capsule_231x87.jpg?t=1772745915,2026-06-03T01:58:02.372Z,4065.0,RocketWerkz,RocketWerkz,"['Action', 'Adventure', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",52448.0,,"ICARUS is a solo or multiplayer PvE survival game. Explore a savage wilderness in the aftermath of terraforming gone wrong. Complete narrative quests as either Open World operations or Individual Missions. Explore, build, craft and hunt while seeking your fortune and prospecting for exotic matter.",False,game,87,85,58,45,72,Standard competitor,Baseline market data,Premium,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"ICARUS is a standard competitor, opportunity score 72/100, 76% positive from 29,575 reviews, 4,065 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
168,2688950,Planet Coaster 2,https://store.steampowered.com/app/2688950/Planet_Coaster_2/,"Nov 6, 2024",$22.49,2249,55.0,Mostly Positive,72.0,7891.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2688950/capsule_231x87.jpg?t=1777478529,2026-06-03T01:58:02.372Z,1273.0,Frontier Developments,Frontier Developments,"['Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']",11894.0,76.0,"Build and customise thrilling roller coasters and incredible water slides, manage the ultimate theme park experience, and share your epic creations. Are you ready to ride the wave?",False,game,80,81,75,45,72,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,Solo / narrative audience,Discount-driven sales,Comparable baseline,"['high-demand', 'aggressive-discounting']",[],"Planet Coaster 2 is a commercially aggressive, opportunity score 72/100, 72% positive from 7,891 reviews, 1,273 current players, 55% discount.","Compare discount depth, price tier, and monetization model against similar titles."
169,1284210,Guild Wars 2®,https://store.steampowered.com/app/1284210/Guild_Wars_2/,"Aug 23, 2022",Free,0,,Very Positive,88.0,17861.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1284210/d926406bac23005d2d4a2bbe2d6faee3494f0544/capsule_231x87.jpg?t=1775256472,2026-06-03T01:58:02.372Z,4046.0,ArenaNet®,ArenaNet®,"['Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']",467.0,90.0,"Guild Wars 2 is an award-winning online roleplaying game with fast-paced action combat, deep character customization, and no subscription fee required. Choose from an arsenal of professions and weapons, explore a vast open world, compete in PVP modes and more. Join over 16 million players now!",True,game,79,98,78,45,77,Commercially aggressive,Pricing/monetization benchmark,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['loved-by-players', 'free-to-play', 'iap-monetized', 'social-retention-loop']",[],"Guild Wars 2® is a commercially aggressive, opportunity score 77/100, 88% positive from 17,861 reviews, 4,046 current players.","Compare discount depth, price tier, and monetization model against similar titles."
170,286160,Tabletop Simulator,https://store.steampowered.com/app/286160/Tabletop_Simulator/,"Jun 5, 2015",$19.99,1999,0.0,Overwhelmingly Positive,96.0,31300.0,"['windows', 'mac', 'linux', 'vr']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/286160/capsule_231x87.jpg?t=1772387518,2026-06-03T01:58:02.372Z,9063.0,Berserk Games,Berserk Games,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing']",47867.0,,"Tabletop Simulator is the only simulator where you can let your aggression out by flipping the table! There are no rules to follow: just you, a physics sandbox, and your friends. Make your own online board games or play the thousands of community created mods. Unlimited gaming possibilities!",False,game,88,100,68,45,78,Standard competitor,Baseline market data,Mid-market,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"Tabletop Simulator is a standard competitor, opportunity score 78/100, 96% positive from 31,300 reviews, 9,063 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
171,2781620,Risk of Rain 2: Alloyed Collective,https://store.steampowered.com/app/2781620/Risk_of_Rain_2_Alloyed_Collective/,"Nov 18, 2025",$11.99,1199,20.0,Very Positive,94.0,2797.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2781620/182e8dfd04fd1c8ab5693d1defebf4647cd261ed/capsule_231x87.jpg?t=1763508164,2026-06-03T01:58:02.372Z,0.0,Gearbox Software,2K Games,"['Action', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",3365.0,,"Lured, enslaved, and left to rust. The Alloyed Collective now stirs from the scrap of their fallen allies, driven by a singular purpose: returning home. Master two new Survivors and descend deep into Petrichor V to take on the Alloyed Collective’s ultimate creation.",False,dlc,67,100,68,45,71,Non-game / accessory listing,Catalog monitoring,Mid-market,Community / multiplayer audience,Paid upfront,Comparable baseline,"['loved-by-players', 'social-retention-loop', 'non-game-dlc']",['not-a-standard-game'],"Risk of Rain 2: Alloyed Collective is a non-game / accessory listing, opportunity score 71/100, 94% positive from 2,797 reviews, 20% discount.","Keep for catalog awareness, but exclude from game competitor benchmarks."
172,1203620,Enshrouded,https://store.steampowered.com/app/1203620/Enshrouded/,"Jan 24, 2024",$29.99,2999,0.0,Very Positive,87.0,47278.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1203620/84d7ce762d0e0ad6a2dfdced85ea713d33b70e18/capsule_231x87.jpg?t=1776758849,2026-06-03T01:58:02.372Z,7813.0,Keen Games GmbH,Keen Games GmbH,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Stereo Sound', 'Steam Cloud', 'Family Sharing']",90276.0,,"You are Flameborn, last ember of hope of a dying race. Awaken, survive the terror of a corrupting fog, and reclaim the lost beauty of your kingdom. Venture into a vast world, vanquish punishing bosses, build grand halls and forge your path in this co-op survival action RPG for up to 16 players.",False,game,89,96,68,45,78,Standard competitor,Baseline market data,Mid-market,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"Enshrouded is a standard competitor, opportunity score 78/100, 87% positive from 47,278 reviews, 7,813 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
173,1172620,Sea of Thieves: 2026 Edition,https://store.steampowered.com/app/1172620/Sea_of_Thieves_2026_Edition/,"Jun 3, 2020",$39.99,3999,0.0,Very Positive,88.0,145707.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1172620/5d210ce2851af775943157ce7e97dc5fc27e1d9d/capsule_231x87.jpg?t=1775816492,2026-06-03T01:58:02.372Z,3279.0,Rare Ltd,Xbox Game Studios,"['Action', 'Adventure']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",319003.0,,"Sea of Thieves is a smash-hit pirate adventure game, offering the quintessential pirate experience of plundering lost treasures, intense battles, vanquishing sea monsters and more. Dive in with this revised edition of the game, which includes access to digital bonus media.",False,game,88,98,66,45,78,Standard competitor,Baseline market data,Premium,Community / multiplayer audience,Base game plus in-app purchases,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'iap-monetized', 'social-retention-loop']",[],"Sea of Thieves: 2026 Edition is a standard competitor, opportunity score 78/100, 88% positive from 145,707 reviews, 3,279 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
174,251570,7 Days to Die,https://store.steampowered.com/app/251570/7_Days_to_Die/,"Jul 25, 2024",$44.99,4499,0.0,Very Positive,85.0,124416.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/251570/capsule_231x87.jpg?t=1776457619,2026-06-03T01:58:02.372Z,17145.0,The Fun Pimps,The Fun Pimps Entertainment LLC,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",272813.0,,"7 Days to Die is an open-world game that is a unique combination of first-person shooter, survival horror, tower defense, and role-playing games. Play the definitive zombie survival sandbox RPG that came first. Navezgane awaits!",False,game,90,95,58,57,78,Standard competitor,Baseline market data,Premium,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'healthy-community', 'social-retention-loop']",[],"7 Days to Die is a standard competitor, opportunity score 78/100, 85% positive from 124,416 reviews, 17,145 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
175,219990,Grim Dawn,https://store.steampowered.com/app/219990/Grim_Dawn/,"Feb 25, 2016",$4.99,499,80.0,Overwhelmingly Positive,95.0,39271.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/219990/capsule_231x87.jpg?t=1726250949,2026-06-03T01:58:02.372Z,3034.0,Crate Entertainment,Crate Entertainment,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",89381.0,83.0,"Enter an apocalyptic fantasy world where humanity is on the brink of extinction, iron is valued above gold and trust is hard earned. This ARPG features complex character development, hundreds of unique items, crafting and quests with choice & consequence.",False,game,87,100,98,45,84,Commercially aggressive,Pricing/monetization benchmark,Deep discount,Community / multiplayer audience,Discount-driven sales,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'aggressive-discounting', 'social-retention-loop']",[],"Grim Dawn is a commercially aggressive, opportunity score 84/100, 95% positive from 39,271 reviews, 3,034 current players, 80% discount.","Compare discount depth, price tier, and monetization model against similar titles."
176,4764930,Master of Command - The Lion & Eagle,https://store.steampowered.com/app/4764930/Master_of_Command__The_Lion__Eagle/,"Jun 1, 2026",$14.99,1499,0.0,Positive,100.0,29.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/4764930/440b4374425bbb40b1bbdfb5261a308249a68d0a/capsule_231x87.jpg?t=1780337236,2026-06-03T01:58:02.372Z,0.0, Armchair Interactive, Armchair Interactive,['Strategy'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",,,"The Lion & Eagle DLC adds two new playable nations to Master of Command: Sweden and the Polish-Lithuanian Commonwealth. Command new armies, doctrines, reforms, units, regions, encounters, music, officer traits, items, and flag emblems as you march under the Swedish lion or the Commonwealth eagle.",False,dlc,45,100,60,55,64,Non-game / accessory listing,Catalog monitoring,Mid-market,Solo / narrative audience,Paid upfront,Niche love - small but passionate audience,"['loved-by-players', 'fresh-release', 'non-game-dlc']","['low-review-confidence', 'not-a-standard-game']","Master of Command - The Lion & Eagle is a non-game / accessory listing, opportunity score 64/100, 100% positive from 29 reviews.","Keep for catalog awareness, but exclude from game competitor benchmarks."
177,1304930,The Outlast Trials,https://store.steampowered.com/app/1304930/The_Outlast_Trials/,"Mar 5, 2024",$39.99,3999,0.0,Very Positive,94.0,39409.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1304930/0006315ae2565f31c7675488766cccbc79fc34a8/capsule_231x87_alt_assets_2.jpg?t=1779221190,2026-06-03T01:58:02.372Z,5540.0,Red Barrels,Red Barrels,"['Action', 'Adventure', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Family Sharing']",84655.0,,"Red Barrels invites you to experience mind-numbing terror, this time with friends. Whether you go through the trials alone or in teams, if you survive long enough and complete the therapy, Murkoff will happily let you leave… but will you be the same?",False,game,88,100,58,45,76,Standard competitor,Baseline market data,Premium,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"The Outlast Trials is a standard competitor, opportunity score 76/100, 94% positive from 39,409 reviews, 5,540 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
178,2333480,RAID: Shadow Legends,https://store.steampowered.com/app/2333480/RAID_Shadow_Legends/,"Jan 9, 2024",Free,0,,Mixed,59.0,1349.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2333480/capsule_231x87.jpg?t=1776767075,2026-06-03T01:58:02.372Z,1153.0,Plarium Global Ltd,Plarium Global Ltd,"['Massively Multiplayer', 'RPG', 'Strategy', 'Free To Play']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']",,,RAID: Shadow Legends is a free-to-play collection RPG with 800+ playable Champions and 8 game modes. Heed the Arbiter's call and defend the dark fantasy world of Teleria.,True,game,63,65,78,45,63,Commercially aggressive,Pricing/monetization benchmark,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['free-to-play', 'iap-monetized', 'social-retention-loop']",['weak-player-sentiment'],"RAID: Shadow Legends is a commercially aggressive, opportunity score 63/100, 59% positive from 1,349 reviews, 1,153 current players.","Compare discount depth, price tier, and monetization model against similar titles."
