rank,appId,title,url,releaseDate,priceText,finalPriceCents,discountPercent,reviewSummary,reviewPercent,reviewCount,platforms,imageUrl,scrapedAt,currentPlayers,developer,publisher,genres,categories,recommendationsTotal,metacriticScore,shortDescription,isFree,type,demandScore,qualityScore,commercialScore,momentumScore,opportunityScore,marketPosition,opportunityType,pricingPosition,audienceSignal,monetizationSignal,competitiveSignal,intelligenceTags,riskFlags,insightSummary,recommendedAction
23,1151340,Fallout 76,https://store.steampowered.com/app/1151340/Fallout_76/,"Apr 14, 2020",$39.99,3999,0.0,Mostly Positive,75.0,45803.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1151340/af7712a8b6fa295c9314f1295bf75028d20a2e25/capsule_231x87.jpg?t=1780434025,2026-06-03T01:57:12.684Z,9406.0,Bethesda Game Studios,Bethesda Softworks,['RPG'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Chat Speech-to-text', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Remote Play on Tablet']",76940.0,,"Bethesda Game Studios welcome you to Fallout 76. Twenty-five years after the bombs fall, you and your fellow Vault Dwellers emerge into post-nuclear America. Explore a vast wasteland in this open-world multiplayer addition to the Fallout story.",False,game,96,84,66,60,80,Standard competitor,Baseline market data,Premium,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['high-demand', 'iap-monetized', 'social-retention-loop']",[],"Fallout 76 is a standard competitor, opportunity score 80/100, 75% positive from 45,803 reviews, 9,406 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
24,2141730,Backrooms: Escape Together,https://store.steampowered.com/app/2141730/Backrooms_Escape_Together/,"Oct 18, 2022",$6.99,699,30.0,Very Positive,89.0,11921.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2141730/dcc2e9cc8d5c08bae8b72bc266592434ecd24425/capsule_231x87.jpg?t=1780282746,2026-06-03T01:57:12.684Z,7469.0,Triiodide Studios,Triiodide Studios,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']",32217.0,,"A visually lifelike co-op horror game for 1-6 people. Journey through 11 procedurally generated levels, using what's available to survive and progress deeper into the Backrooms.",False,game,92,97,73,60,83,Standard competitor,Baseline market data,Promotional discount,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"Backrooms: Escape Together is a standard competitor, opportunity score 83/100, 89% positive from 11,921 reviews, 7,469 current players, 30% discount.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
25,2070270,Cloudheim,https://store.steampowered.com/app/2070270/Cloudheim/,"Dec 4, 2025",$19.79,1979,34.0,Very Positive,82.0,1401.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2070270/e8cde176ba6e806740243324172d556f4b206cc2/capsule_231x87_alt_assets_6.jpg?t=1780366676,2026-06-03T01:57:12.684Z,958.0,Noodle Cat Games,Noodle Cat Games,"['Action', 'Adventure', 'RPG', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Cloud', 'Family Sharing']",1401.0,,"Master chaotic physics-based combat inspired by Zelda and Devil May Cry. Explore islands and dungeons, smash monsters, loot and craft powerful gear, and grow your home in the sky. Play solo or online co-op with up to 4 players.",False,game,80,88,68,60,76,Standard competitor,Baseline market data,Promotional discount,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"Cloudheim is a standard competitor, opportunity score 76/100, 82% positive from 1,401 reviews, 958 current players, 34% discount.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
26,2357570,Overwatch®,https://store.steampowered.com/app/2357570/Overwatch/,"Aug 10, 2023",Free,0,,Mostly Negative,39.0,158182.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2357570/f40730cf4defbd8f90d0f0662d7b263dd2915fe1/capsule_231x87_alt_assets_20.jpg?t=1778610036,2026-06-03T01:57:12.685Z,66193.0,"Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.","['Action', 'Free To Play']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound']",268.0,,"Overwatch®, A FUTURE WORTH FIGHTING FOR! Overwatch® is an always-on and ever-evolving free-to-play, team-based action game set in an optimistic future, where every match is the ultimate 5v5 or 6v6 battlefield brawl.",True,game,91,49,78,72,74,"High demand, vulnerable sentiment",Displacement opportunity,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Weak incumbent - demand exists but players are dissatisfied,"['high-demand', 'demand-quality-gap', 'free-to-play', 'iap-monetized', 'social-retention-loop']",['weak-player-sentiment'],"Overwatch® is a high demand, vulnerable sentiment, opportunity score 74/100, 39% positive from 158,182 reviews, 66,193 current players.",Analyze negative reviews first: this is where a better-positioned competitor can steal demand.
27,2707930,Palia,https://store.steampowered.com/app/2707930/Palia/,"Mar 25, 2024",Free,0,,Very Positive,88.0,25678.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2707930/031e3a2dd724debaa59977d6dc77319aec99b5b1/capsule_231x87.jpg?t=1778603601,2026-06-03T01:57:12.685Z,12108.0,Singularity 6 Corporation,Singularity 6 Corporation,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Free To Play']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']",,,"Discover a welcoming world in Palia, a free-to-play fantasy life sim adventure where you can craft, explore, and create the life and home of your dreams. With nearly endless ways to make Palia your home, you’ll find relaxation and joy in every corner of this vibrant, heartwarming world.",True,game,79,97,78,72,82,Commercially aggressive,Pricing/monetization benchmark,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['loved-by-players', 'healthy-community', 'free-to-play', 'iap-monetized', 'social-retention-loop']",[],"Palia is a commercially aggressive, opportunity score 82/100, 88% positive from 25,678 reviews, 12,108 current players.","Compare discount depth, price tier, and monetization model against similar titles."
28,2868840,Slay the Spire 2,https://store.steampowered.com/app/2868840/Slay_the_Spire_2/,"Mar 5, 2026",$24.99,2499,0.0,Very Positive,94.0,53350.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2868840/fb0ad136e9eaa4297a1ab3440d88ecb7209f44a2/capsule_231x87.jpg?t=1776735385,2026-06-03T01:57:12.685Z,80067.0,Mega Crit,Mega Crit,"['Indie', 'Strategy', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Custom Volume Controls', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",188962.0,,"The iconic roguelike deckbuilder returns. Craft a unique deck, encounter bizarre creatures, and discover relics of immense power in Slay the Spire 2!",False,game,98,100,68,72,87,Breakout leader,Benchmark competitor,Mid-market,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['tier-1-opportunity', 'high-demand', 'loved-by-players', 'healthy-community', 'social-retention-loop']",[],"Slay the Spire 2 is a breakout leader, opportunity score 87/100, 94% positive from 53,350 reviews, 80,067 current players.","Use as a benchmark for capsule, pricing, tags, update cadence, and review themes."
29,438100,VRChat,https://store.steampowered.com/app/438100/VRChat/,"Feb 1, 2017",Free,0,,Mostly Positive,71.0,174074.0,"['windows', 'vr']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/438100/capsule_231x87.jpg?t=1762366454,2026-06-03T01:57:12.685Z,41585.0,VRChat Inc.,VRChat Inc.,"['Adventure', 'Casual', 'Massively Multiplayer', 'Simulation', 'Sports', 'Free To Play', 'Early Access']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'In-App Purchases']",147.0,,"Join our growing community as you explore, play, and help craft the future of social VR. Create worlds and custom avatars. Welcome to VRChat.",True,game,89,81,78,72,81,Commercially aggressive,Pricing/monetization benchmark,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['high-demand', 'free-to-play', 'iap-monetized', 'social-retention-loop']",[],"VRChat is a commercially aggressive, opportunity score 81/100, 71% positive from 174,074 reviews, 41,585 current players.","Compare discount depth, price tier, and monetization model against similar titles."
30,1371980,No Rest for the Wicked,https://store.steampowered.com/app/1371980/No_Rest_for_the_Wicked/,"Apr 18, 2024",$27.99,2799,30.0,Very Positive,86.0,25872.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1371980/9d2efe7754b0843dddbf7c495fe55ccc69e99b6c/capsule_231x87.jpg?t=1780442295,2026-06-03T01:57:12.685Z,1323.0,Moon Studios GmbH,Moon Studios GmbH,"['Action', 'Adventure', 'RPG', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Steam Cloud', 'HDR available', 'Family Sharing']",62165.0,,"From Moon Studios, the award-winning creators of Ori and the Blind Forest and Ori and the Will of the Wisps, comes No Rest for the Wicked, a unique, visceral Action RPG set in a hand-crafted world with Souls-like combat. Featuring co-op for up to four players.",False,game,91,95,68,60,81,Standard competitor,Baseline market data,Promotional discount,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"No Rest for the Wicked is a standard competitor, opportunity score 81/100, 86% positive from 25,872 reviews, 1,323 current players, 30% discount.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
31,3472040,NBA 2K26,https://store.steampowered.com/app/3472040/NBA_2K26/,"Sep 4, 2025",$69.99,6999,0.0,Mostly Positive,73.0,10758.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3472040/8496e0023f3b24c9bf87e1459cb9651f5a7a6732/capsule_231x87_alt_assets_5.jpg?t=1778857348,2026-06-03T01:57:12.685Z,20640.0,Visual Concepts,2K,['Sports'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",19630.0,,"Bragging rights are on the line in MyCAREER, MyTEAM, MyNBA, The W, and Play Now. Showcase your bag of moves with hyper realism, Powered by ProPLAY™, and challenge your friends, or rivals, in NBA 2K26’s competitive modes—and leave no doubt that you wear the crown.",False,game,92,81,56,72,78,Standard competitor,Baseline market data,High-ticket,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['high-demand', 'iap-monetized', 'social-retention-loop']",[],"NBA 2K26 is a standard competitor, opportunity score 78/100, 73% positive from 10,758 reviews, 20,640 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
32,3669870,CONTROL Resonant,https://store.steampowered.com/app/3669870/CONTROL_Resonant/,"Sep 24, 2026",$59.99,5999,0.0,,,,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3669870/867a73afa5f21c28aaa14e9b0a4d895c540d4a0c/capsule_231x87.jpg?t=1780436782,2026-06-03T01:57:12.685Z,,Remedy Entertainment,Remedy Entertainment,"['Action', 'Adventure', 'RPG']","['Single-player', 'Full controller support', 'Family Sharing']",,,Explore a warped Manhattan on the brink of paranatural annihilation in this thrilling action-adventure RPG. Unleash the extraordinary powers of Dylan Faden as he fights for his humanity and our survival against a reality-bending cosmic threat.,False,game,44,35,50,60,46,Standard competitor,Baseline market data,Premium,Solo / narrative audience,Paid upfront,Comparable baseline,[],['review-data-missing-or-not-yet-established'],"CONTROL Resonant is a standard competitor, opportunity score 46/100.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
33,39210,FINAL FANTASY XIV Online,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/,"Feb 18, 2014",$19.99,1999,0.0,Very Positive,86.0,60291.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/39210/2e45b2f419d0beed57ba1ff1d80a13d31f947d54/capsule_231x87.jpg?t=1777372469,2026-06-03T01:57:12.685Z,32453.0,Square Enix,Square Enix,"['Massively Multiplayer', 'RPG']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Adjustable Text Size', 'Custom Volume Controls', 'Keyboard Only Option', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Remote Play on Tablet', 'Family Sharing']",77593.0,83.0,"Join over 30 million adventurers worldwide and take part in an epic and ever-changing FINAL FANTASY. Experience an unforgettable story, exhilarating battles, and a myriad of captivating environments to explore.",False,game,97,95,68,72,86,Breakout leader,Benchmark competitor,Mid-market,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['tier-1-opportunity', 'high-demand', 'loved-by-players', 'healthy-community', 'social-retention-loop']",[],"FINAL FANTASY XIV Online is a breakout leader, opportunity score 86/100, 86% positive from 60,291 reviews, 32,453 current players.","Use as a benchmark for capsule, pricing, tags, update cadence, and review themes."
